,key,gender,age_range,language,dialect,sampling_rate,file_type,mic_type,recording_software
254,anonymous-20120508-chd,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
255,Timsage-20080612-rsz,Male,Youth,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
256,DavidL-20091117-yll,Male,Adult,EN,Australian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
257,anonymous-20100821-fam,Male,Youth,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
258,eboyjr-20090725-cye,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
259,belmontguy-20110426-geu,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
260,synapticx-20131218-maj,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
261,anonymous-20120225-yor,male,adult,EN,other,48000,wav,unknown,VoxForge Speech Submission Application
262,rocketman768-20080409-oip,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
263,pumpkinslayer-20071020-ejq,Male,Adult,N/A,South African English,48000,wav,N/A,VoxForge Speech Submission Application
264,tomhannen-20080411-pvb,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
265,sbl-20151123-qxn,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
266,anonymous-20091013-icf,male,adult,EN,American English,48000,wav,unknown,VoxForge Speech Submission Application
267,anonymous-20100820-ryr,Male,Adult,EN,Canadian English,48000,wav,WebCam mic,VoxForge Speech Submission Application
268,RobSmith-20091103-urx,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
269,anonymous-20091209-syp,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
270,anonymous-20111213-iri,Male,Adult,EN,other,48000,wav,Laptop Built,VoxForge Speech Submission Application
271,pcsnpny-20150303-yyh,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
272,anonymous-20090417-zby,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
273,anonymous-20150603-okn,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
274,mikethecoach-20111106-brd,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
275,chrisconner-20101026-jtg,Male,Adult,EN,American English,48000,wav,Studio mic,VoxForge Speech Submission Application
276,anonymous-20090603-lzd,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
277,Traktion-20100921-ydg,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
278,bjb-20120204,female,N/A,EN,Canadian English,N/A,FLAC,desktop mic,Audacity rel 1312
279,anonymous-20180730-zmq,Masculino,Adulto,en,Portugês de Portugal,48000,wav,Microfone de Laptop,standalone VoxForge speech submission application
280,anonymous-20090118-cjz,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
281,aileen-20080831-ema,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
282,anonymous-20091220-xjy,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
283,anonymous-20080611-jsf,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
284,B-20091223-lxu,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
285,anonymous-20120601-hxs,male,adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
286,royerfa-20080307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
287,mallapurbharat-20160123-fio,Male,Adult,EN,Indian English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
288,anonymous-20100126-pba,Male,Adult,EN,Australian English,48000,wav,Headset mic,VoxForge Speech Submission Application
289,JoelMitchell-20160810-vqt,Male,Adult,EN,Canadian English,48000,wav,WebCam mic,VoxForge Speech Submission Application
290,craniumonempty-20100314-xxf,Male,Adult,EN,American English,48000,wav,unknown,VoxForge Speech Submission Application
291,anonymous-20100125-rky,Female,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
292,anonymous-20140729-yrm,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
293,ralfherzog-20071217-en41,male,N/A,N/A,General American English,N/A,FLAC,noise canceling headset,Audacity 1
294,PheonixK-20080824-kct,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
295,Q-20150606-ajw,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
296,anonymous-20110826-qjl,Female,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
297,anonymous-20130126-nfm,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
298,anonymous-20080907-ndt,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
299,CNJ-20120418-pjw,Male,Adult,EN,British English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
300,FrozenFire-20080827-mij,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
301,anonymous-20110422-qvs,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
302,rustushki-20080901-utf,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
303,EricV-20120527-stf,Male,Adult,EN,American English,48000,wav,Studio mic,VoxForge Speech Submission Application
304,ss-20110319-cup,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
305,anonymous-20090709-vhw,Male,Adult,EN,Canadian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
306,anonymous-20121113-hah,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
307,closet-20080526-ucl,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
308,anonymous-20080628-lkq,Male,Adult,EN,New Zealand English,48000,wav,Laptop Built,VoxForge Speech Submission Application
309,wazzyl-20111109-chb,Male,Adult,EN,European English,48000,wav,WebCam mic,VoxForge Speech Submission Application
310,anonymous-20110328-yam,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
311,Q-20150514-usx,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
312,anonymous-20080828-xrt,Male,Youth,EN,European English,48000,wav,Other,VoxForge Speech Submission Application
313,anonymous-20090827-pdr,Male,Adult,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
314,kmaclean-20080227-vty,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
315,ralfherzog-20080313-en60,male,N/A,N/A,General American English,N/A,FLAC,noise canceling headset,Audacity 1
316,anonymous-20091226-euf,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
317,JayCutlersBrother-20080919-mbz,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
318,anonymous-20080520-bmj,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
319,pritam-20130627-req,Male,Adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
320,macaroon-20141207-odb,Male,Youth,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
321,anonymous-20080621-jwy,Female,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
322,Krellis-20090609-nha,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
323,anonymous-20071125-xna,Male,Adult,N/A,American English,48000,wav,N/A,VoxForge Speech Submission Application
324,simcop2387-20080324-psl,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
325,CptOatmeal-20080721-vnh,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
326,zlp-20100110-wwn,Male,Adult,EN,American English,48000,wav,Studio mic,VoxForge Speech Submission Application
327,anonymous-20120831-zey,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
328,pcsnpny-20150304-ubd,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
329,severaltimes-20121101-yqg,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
330,anonymous-20130514-qqe,Male,adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
331,anonymous-20080608-ria,Male,Adult,EN,British English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
332,corno1979-20081220-vba,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
333,anonymous-20110225-vif,Male,Youth,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
334,LunaTick-20080410-vf6,male,N/A,EN,New Zealand English,N/A,flac,headset mic,Audacity rel 1
335,anonymous-20080731-jyq,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
336,ts87-20090126-etq,Male,Adult,EN,New Zealand English,48000,wav,Headset mic,VoxForge Speech Submission Application
337,anonymous-20100204-aji,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
338,Dcoetzee-20110429-ono,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
339,wicke-20090313-dcc,Male,Youth,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
340,jaiger-20070209-vf12,male,N/A,N/A,General American English,N/A,wav,N/A,Audacity 1
341,anonymous-20101204-aef,Male,Senior,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
342,anonymous-20100418-yup,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
343,anonymous-20100106-eyq,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
344,beez1717-20111017-yqm,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
345,farmerjack-20080915-aeh,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
346,royerfa-20080309,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
347,jkramlich-20100305-tmv,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
348,anonymous-20130928-abu,male,adult,EN,other,48000,wav,Laptop Built,VoxForge Speech Submission Application
349,anonymous-20081022-apb,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
350,VenkyVaddineni-20100923-vuo,Male,Adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
351,jonvk-20120917-svi,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
352,anonymous-20160425-kyx,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
353,benoliver999-20100207-jxe,Male,Adult,EN,British English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
354,Ertain-20140808-lyt,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
355,Mariane-20090907-hsy,Female,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
356,pcsnpny-20150205-qww,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
357,anonymous-20110803-isj,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
358,anonymous-20090121-ixf,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
359,anonymous-20110224-dxs,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
360,andrewg-20110130-aqj,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
361,anonymous-20160131-lni,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
362,pcsnpny-20150321-aqn,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
363,jaiger-20070209-vf15,male,N/A,N/A,General American English,N/A,wav,N/A,Audacity 1
364,anonymous-20130916-oas,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
365,mgfletcher-20080126-fpb,Male,Adult,EN,South African English,48000,wav,Headset mic,VoxForge Speech Submission Application
366,anonymous-20100109-wog,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
367,Mariane-20090907-ifu,Female,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
368,deadevilgrounds-20090312-jlu,Male,Adult,EN,British English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
369,anonymous-20131120-mgm,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
370,stephsphynx-20080829-qph,Female,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
371,geon-20080517-hjt,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
372,anonymous-20101215-kqj,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
373,tsmock-20120806-gfu,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
374,john_doe-20160529-kvn,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
375,sponsellerfd-20100909-kjj,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
376,fundy20112010-20101120-ent,Male,Adult,EN,Canadian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
377,anonymous-20080919-xlh,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
378,anonymous-20110406-uwi,Male,Youth,EN,British English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
379,Sterna-20110105-oxp,male,adult,EN,European English,48000,wav,unknown,VoxForge Speech Submission Application
380,BlueB-20090727-ckj,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
381,anonymous-20130701-gef,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
382,anonymous-20080505-ivc,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
383,anonymous-20110406-php,Male,Youth,EN,British English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
384,teeks99-20090430-gjx,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
